cv_id,subject,author_name,author_uri,recipient_name,recipient_uri,date,place_label,place_uri,lat,long,mentioned_people,mentioned_orgs,mentioned_places,mentioned_events,mentioned_dates,text_file
CV-108,Carta CV-108 – Antônio de Melo e Albuquerque para o Barão de Caxias,Antônio de Melo e Albuquerque,https://carlamenegat.github.io/VarelaDigital/person/antonio_melo_albuquerque,Barão de Caxias,https://carlamenegat.github.io/VarelaDigital/person/luis_alves_lima_silva,1842-12-07,Santo Antônio,,,,antonio_melo_albuquerque|https://carlamenegat.github.io/VarelaDigital/person/antonio_melo_albuquerque|Antônio de Melo e Albuquerque;francisco_fabiano_silva|https://carlamenegat.github.io/VarelaDigital/person/francisco_fabiano_silva|Francisco Fabiano da Silva;luis_alves_lima_silva|https://carlamenegat.github.io/VarelaDigital/person/luis_alves_lima_silva|Barão de Caxias,comando_militar_santo_antonio|https://carlamenegat.github.io/VarelaDigital/org/comando_militar_santo_antonio|Comando Militar do município de Santo Antônio;guardas_nacionais_8corpo|https://carlamenegat.github.io/VarelaDigital/org/guardas_nacionais_8corpo|8.º Corpo de Guardas Nacionais,santo_antonio_patrulha||Santo Antônio,,1842-12-07;1978;2025-07-09;2025-12-03,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-108.xml
CV-109,Carta CV-109 – Antônio de Melo e Albuquerque para Tomás José da Silva,Antônio de Melo e Albuquerque,https://carlamenegat.github.io/VarelaDigital/person/antonio_melo_albuquerque,Tomás José da Silva,https://carlamenegat.github.io/VarelaDigital/person/tomas_jose_silva,1844-01-09,Santo Antônio,,,,antonio_melo_albuquerque|https://carlamenegat.github.io/VarelaDigital/person/antonio_melo_albuquerque|Antônio de Melo e Albuquerque;pedro_jose|https://carlamenegat.github.io/VarelaDigital/person/pedro_jose|Pedro José;tomas_jose_silva|https://carlamenegat.github.io/VarelaDigital/person/tomas_jose_silva|Marechal-de-campo Tomás José da Silva,comando_militar_santo_antonio|https://carlamenegat.github.io/VarelaDigital/org/comando_militar_santo_antonio|Comando Militar do município de Santo Antônio,porto_alegre||Porto Alegre;santo_antonio_patrulha||Santo Antônio,,1844-01-09;1844-01-15;1978;2025-07-09;2025-12-03,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-109.xml
CV-11,Documento CV-11 — Requerimento ao Tribunal do Tesouro (inscrição de dívida de Antônio Francisco dos Santos Abreu),Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,,,,,,,,alexandre_silveira|https://carlamenegat.github.io/VarelaDigital/person/alexandre_silveira|Alexandre Silveira Lopes;antonio_abreu|https://carlamenegat.github.io/VarelaDigital/person/antonio_abreu|Antônio Francisco dos Santos Abreu;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida,,erval||Erval;sao_lourenco||Boqueirão,,1842-03-19;1978;2025-06-18;2025-11-25,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-11.xml
CV-110,Carta CV-110 – Antônio de Melo e Albuquerque para Tomás José da Silva,Antônio de Melo e Albuquerque,https://carlamenegat.github.io/VarelaDigital/person/antonio_melo_albuquerque,Tomás José da Silva,https://carlamenegat.github.io/VarelaDigital/person/tomas_jose_silva,1844-02-09,Santo Antônio da Patrulha,,,,antonio_melo_albuquerque|https://carlamenegat.github.io/VarelaDigital/person/antonio_melo_albuquerque|Antônio de Melo e Albuquerque;joao_lourenco_vidal|https://carlamenegat.github.io/VarelaDigital/person/joao_lourenco_vidal|João Lourenço Vidal;tomas_jose_silva|https://carlamenegat.github.io/VarelaDigital/person/tomas_jose_silva|Marechal de Campo Tomás José da Silva,comando_militar_santo_antonio|https://carlamenegat.github.io/VarelaDigital/org/comando_militar_santo_antonio|Comando Militar do município de Santo Antônio,porto_alegre||Porto Alegre;santo_antonio_patrulha||Santo Antônio,,1844-02-09;1978;2025-07-09;2025-12-03,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-110.xml
CV-111,CV-111 – Requerimento fragmentário de Antônio de Melo e Albuquerque,Antônio de Melo e Albuquerque,https://carlamenegat.github.io/VarelaDigital/person/antonio_melo_albuquerque,,,,,,,,alfredo_varela|https://carlamenegat.github.io/VarelaDigital/person/alfredo_varela|Alfredo Varela;antonio_melo_albuquerque|https://carlamenegat.github.io/VarelaDigital/person/antonio_melo_albuquerque|Antônio de Melo e Albuquerque;bento_manoel|https://carlamenegat.github.io/VarelaDigital/person/bento_manoel|Bento Manuel§Bento Manuel Ribeiro;evaristo_santos_robalo|https://carlamenegat.github.io/VarelaDigital/person/evaristo_santos_robalo|Evaristo dos Santos Robalo;juca_cipriano|https://carlamenegat.github.io/VarelaDigital/person/juca_cipriano|Juca Cipriano;martim_francisco_filho|https://carlamenegat.github.io/VarelaDigital/person/martim_francisco_filho|Martim Francisco Filho;vitorino_jose_carneiro_monteiro|https://carlamenegat.github.io/VarelaDigital/person/vitorino_jose_carneiro_monteiro|Carneiro,,porto_alegre||Porto Alegre;rio_pardo||Rio Pardo;sao_gabriel||São Gabriel,,1978;2025-07-12;2025-12-03,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-111.xml
CV-112,Carta CV-112 – José Pedroso de Albuquerque para Francisco das Chagas Martins Ávila e Sousa,José Pedroso de Albuquerque,https://carlamenegat.github.io/VarelaDigital/person/jose_pedroso_albuquerque,Francisco das Chagas Martins Ávila e Sousa,https://carlamenegat.github.io/VarelaDigital/person/francisco_chagas_avila_sousa,1842-09-26,Alegrete,,,,francisco_chagas_avila_sousa|https://carlamenegat.github.io/VarelaDigital/person/francisco_chagas_avila_sousa|Padre Francisco das Chagas Martins Ávila e Sousa;jose_pedroso_albuquerque|https://carlamenegat.github.io/VarelaDigital/person/jose_pedroso_albuquerque|José Pedroso de Albuquerque;padre_francisco_terroba|https://carlamenegat.github.io/VarelaDigital/person/padre_francisco_terroba|Padre Francisco Terroba,,alegrete||Secretaria da Justiça em Alegrete;itaqui||Itaqui,,1842-09-26;1978;2025-07-12;2025-12-03,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-112.xml
CV-113,Carta CV-113 – José Pedroso de Albuquerque para Inácio José de Oliveira Guimarães,José Pedroso de Albuquerque,https://carlamenegat.github.io/VarelaDigital/person/jose_pedroso_albuquerque,Inácio José de Oliveira Guimarães,https://carlamenegat.github.io/VarelaDigital/person/inacio_guimaraes,1842-09-27,Alegrete,,,,inacio_guimaraes|https://carlamenegat.github.io/VarelaDigital/person/inacio_guimaraes|Inácio José de Oliveira Guimarães;jose_pedroso_albuquerque|https://carlamenegat.github.io/VarelaDigital/person/jose_pedroso_albuquerque|José Pedroso de Albuquerque,secretaria_justiça|https://carlamenegat.github.io/VarelaDigital/org/secretaria_justiça|Secretaria da Justiça;secretaria_republica_riograndense|https://carlamenegat.github.io/VarelaDigital/org/secretaria_republica_riograndense|Secretaria da República,alegrete||Alegrete;sao_lourenco||Boqueirão,,1842-08-11;1842-09-27;1978;2025-07-12;2025-12-03,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-113.xml
CV-114,Carta CV-114 – José Pedroso de Albuquerque para Domingos José de Almeida,José Pedroso de Albuquerque,https://carlamenegat.github.io/VarelaDigital/person/jose_pedroso_albuquerque,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,1860-09-16,Alegrete,,,,antonio_pedroso_albuquerquer|https://carlamenegat.github.io/VarelaDigital/person/antonio_pedroso_albuquerquer|Antônio Pedroso de Albuquerque;canabarro|https://carlamenegat.github.io/VarelaDigital/person/canabarro|David Canabarro;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida;joao_antonio_silveira|https://carlamenegat.github.io/VarelaDigital/person/joao_antonio_silveira|João Antônio da Silveira;jose_pedroso_albuquerque|https://carlamenegat.github.io/VarelaDigital/person/jose_pedroso_albuquerque|José Pedroso de Albuquerque;luis_alves_lima_silva|https://carlamenegat.github.io/VarelaDigital/person/luis_alves_lima_silva|Barão de Caxias,imperio_brasil|https://carlamenegat.github.io/VarelaDigital/org/imperio_brasil|Imperio;republica_rio_grandense|https://carlamenegat.github.io/VarelaDigital/org/republica_rio_grandense|República Rio-Grandense,alegrete||Alegrete;japeju||Japeju;rio_uruguai||Uruguai;sao_paulo||S. Paulo;sao_tome||São Tomé,,1860-06-21;1860-09-16;1860-09-26;1978;2025-07-12;2025-12-03,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-114.xml
CV-115,Carta CV-115 – Ricardo Antônio de Melo e Albuquerque para Bento Manuel Ribeiro,Ricardo Antônio de Melo e Albuquerque,https://carlamenegat.github.io/VarelaDigital/person/ricardo_melo_albuquerque,Bento Manuel Ribeiro,https://carlamenegat.github.io/VarelaDigital/person/bento_manoel,1839-12-07,Cruz Alta,,,,agostinho_antonio_mello|https://carlamenegat.github.io/VarelaDigital/person/agostinho_antonio_mello|Agostinho;bento_manuel|https://carlamenegat.github.io/VarelaDigital/person/bento_manuel|Bento Manuel Ribeiro;candinho|https://carlamenegat.github.io/VarelaDigital/person/candinho|Candinho;capitao_lima|https://carlamenegat.github.io/VarelaDigital/person/capitao_lima|Capitão Lima§Lima;ricardo_melo_albuquerque|https://carlamenegat.github.io/VarelaDigital/person/ricardo_melo_albuquerque|Ricardo Antônio de Melo e Albuquerque;tenente_coronel_aranha|https://carlamenegat.github.io/VarelaDigital/person/tenente_coronel_aranha|Tenente-coronelAranha,,botucarai_serra||Botucaraí;cruz_alta||Vila da Cruz Alta;passo_fundo||Passo Fundo;rio_pardo||Rio Pardo,,1839-12-07;1978;2025-07-12;2025-12-03,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-115.xml
CV-116,Carta CV-116 – Manuel de Aleman a Juan Antonio de Silvera,Manuel de Aleman,https://carlamenegat.github.io/VarelaDigital/person/manuel_aleman,Juan Antonio de Silvera,https://carlamenegat.github.io/VarelaDigital/person/joao_antonio_silveira,1839-05-09,Cerro Largo,,,,joao_antonio_silveira|https://carlamenegat.github.io/VarelaDigital/person/joao_antonio_silveira|Juan Antonio de Silvera;manuel_aleman|https://carlamenegat.github.io/VarelaDigital/person/manuel_aleman|Manuel de Aleman,,cerro_largo||Cerro Largo,,1839-05-09;1978;2025-07-12;2025-12-03,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-116.xml
CV-117,Carta CV-117 – Manuel de Aleman a Domingos José de Almeida,Manuel de Aleman,https://carlamenegat.github.io/VarelaDigital/person/manuel_aleman,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_almeida,1841-08-11,Melo,,,,manuel_aleman|https://carlamenegat.github.io/VarelaDigital/person/manuel_aleman|Manuel de Aleman,,melo||Villa de Melo,,1841-08-11;1841-08-19;1978;2025-07-12;2025-12-03,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-117.xml
CV-118,Carta CV-118 – Manuel de Aleman a Domingos José de Almeida,Manuel de Aleman,https://carlamenegat.github.io/VarelaDigital/person/manuel_aleman,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,1841-08-12,Melo,,,,domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos Jose de Almeida;manuel_aleman|https://carlamenegat.github.io/VarelaDigital/person/manuel_aleman|Manuel de Aleman,,bage_rs||Bagé;melo||Villa de Melo,,1841-08-12;1841-08-19;1978;2025-07-12;2025-12-03,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-118.xml
CV-119,Carta CV-119 – Manuel de Aleman a Domingos José de Almeida,Manuel de Aleman,https://carlamenegat.github.io/VarelaDigital/person/manuel_aleman,Domingo José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_almeida,1842-10-03,Cerro Largo,,,,manuel_aleman|https://carlamenegat.github.io/VarelaDigital/person/manuel_aleman|Manuel de Aleman,,bage_rs||Bagé;cerro_largo||Cerro Largo,,1842-10-02;1842-10-03;1842-10-22;1978;2025-07-12;2025-12-03,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-119.xml
CV-12,Carta CV-12 – Antônio Francisco dos Santos Abreu para Domingos José de Almeida,Antônio Francisco dos Santos Abreu,https://carlamenegat.github.io/VarelaDigital/person/antonio_abreu,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,1842-02-09,São Lourenço,,,,alexandre_silveira|https://carlamenegat.github.io/VarelaDigital/person/alexandre_silveira|Alexandre Silveira;antonio_abreu|https://carlamenegat.github.io/VarelaDigital/person/antonio_abreu|Antônio Francisco dos Santos Abreu;fontoura|https://carlamenegat.github.io/VarelaDigital/person/fontoura|Fontoura;joao_silva|https://carlamenegat.github.io/VarelaDigital/person/joao_silva|João Agostinho da Silva,,jaguarao||Jaguarão;sao_lourenco||São Lourenço,,1842-02-09;1842-02-23;1978;2025-06-17;2025-11-20,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-12.xml
CV-120,Carta CV-120 – Manuel José de Alencastre ao Tenente-general das forças da capital,Manuel José de Alencastre,https://carlamenegat.github.io/VarelaDigital/person/manuel_jose_alencastre,,,1836-10-27,Distrito das Dores,,,,joao_evangelista_tavares|https://carlamenegat.github.io/VarelaDigital/person/joao_evangelista_tavares|João Evangelista;manuel_antonio_celebre|https://carlamenegat.github.io/VarelaDigital/person/manuel_antonio_celebre|Manuel Antônio;manuel_jose_alencastre|https://carlamenegat.github.io/VarelaDigital/person/manuel_jose_alencastre|Manuel José de Alencastre,,arroio_velhaco||Arroio Velhaco;dores_camaqua||Distrito das Dores§Dores,,1836-10-27;1978;2025-07-12;2025-12-03,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-120.xml
CV-121,CV-121 — Carta sobre deserções no corpo do Major Maximiano,Serafim Joaquim de Alencastre,https://carlamenegat.github.io/VarelaDigital/person/serafim_alencastre,João Antônio da Silveira,https://carlamenegat.github.io/VarelaDigital/person/joao_antonio_silveira,1839-12-14,Caçapava,,,,gomes_jardim|https://carlamenegat.github.io/VarelaDigital/person/gomes_jardim|Gomes Jardim;joao_antonio_silveira|https://carlamenegat.github.io/VarelaDigital/person/joao_antonio_silveira|João Antônio da Silveira;major_maximiano|https://carlamenegat.github.io/VarelaDigital/person/major_maximiano|Major Maximiano;serafim_alencastre|https://carlamenegat.github.io/VarelaDigital/person/serafim_alencastre|Serafim Joaquim de Alencastre,divisao_direita|https://carlamenegat.github.io/VarelaDigital/org/divisao_direita|Divisão Direita;ministerio_guerra|https://carlamenegat.github.io/VarelaDigital/org/ministerio_guerra|Ministério da Guerra;secretaria_guerra|https://carlamenegat.github.io/VarelaDigital/org/secretaria_guerra|Secretaria da Guerra,cacapava||Caçapava,,1839-12-14;1978;2025-07-12;2025-12-03,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-121.xml
CV-122,CV-122 — Carta de Serafim Joaquim de Alencastre para João Antônio da Silveira,Serafim Joaquim de Alencastre,https://carlamenegat.github.io/VarelaDigital/person/serafim_alencastre,João Antônio da Silveira,https://carlamenegat.github.io/VarelaDigital/person/joao_antonio_silveira,1839-12-16,Caçapava,,,,serafim_alencastre|https://carlamenegat.github.io/VarelaDigital/person/serafim_alencastre|Serafim Joaquim de Alencastre,,cacapava||Caçapava,,1839-12-16;1978;2025-07-12;2025-12-03,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-122.xml
